7.94,0.15,-16.31,1.76,-0.91,1.09
6.67,0.72,-15.17,1.88,-0.88,1.17
4.98,1.72,-12.68,2.51,-0.49,0.97
4.65,1.75,-11.98,2.45,-0.44,0.98
4.18,1.83,-11.41,2.35,-0.47,1.02
3.94,1.92,-10.95,2.20,-0.58,1.10
3.82,1.98,-10.56,2.02,-0.73,1.14
3.58,1.92,-10.27,1.81,-0.90,1.19
2.32,1.15,-4.81,-0.18,-0.07,0.53
2.40,1.30,-4.79,-0.54,-0.05,0.41
2.94,2.01,-5.09,-0.92,0.00,0.29
3.59,3.14,-5.02,-1.32,0.19,0.13
3.76,4.23,-4.61,-1.71,0.44,-0.02
7.58,7.26,-11.87,-3.74,2.46,-1.03
8.16,7.56,-12.24,-3.56,2.86,-1.30
8.32,7.81,-12.39,-3.38,3.28,-1.59
7.88,8.03,-12.35,-3.24,3.56,-1.88
7.52,8.49,-12.52,-3.16,3.61,-2.08
7.76,9.12,-12.96,-3.22,3.43,-2.17
7.35,8.15,-13.40,-3.16,-0.76,0.08
7.32,7.80,-14.10,-3.18,-1.06,0.31
7.61,6.94,-14.54,-3.12,-1.08,0.43
7.87,5.76,-14.38,-2.95,-0.88,0.42
7.78,4.65,-14.02,-2.71,-0.58,0.32
5.37,3.96,-11.52,-1.33,0.23,0.11
4.89,4.03,-11.51,-1.20,0.17,0.14
4.94,3.95,-11.47,-1.01,0.07,0.24
5.15,3.83,-11.36,-0.79,0.00,0.31
5.21,3.55,-11.20,-0.53,-0.02,0.33
7.09,4.54,-13.26,2.64,0.37,-0.23
6.75,4.99,-13.53,2.95,0.42,-0.19
6.95,5.30,-13.50,3.27,0.40,-0.14
7.33,5.54,-13.47,3.50,0.36,-0.10
7.38,5.99,-13.59,3.77,0.32,0.00
8.25,6.25,-13.95,4.08,0.22,0.13
11.14,11.24,-8.76,4.43,0.22,2.48
12.12,10.49,-9.82,4.32,-0.04,2.58
11.97,10.12,-10.25,4.08,-0.07,2.59
11.36,9.63,-9.93,3.83,-0.06,2.61
10.86,8.96,-9.30,3.63,-0.05,2.61
3.33,3.64,-3.94,1.29,-0.26,1.67
3.26,3.12,-3.12,1.03,-0.37,1.42
2.53,3.11,-2.59,0.70,-0.63,1.20
2.11,3.11,-2.31,0.27,-0.85,1.07
2.07,2.82,-2.36,-0.14,-0.99,1.03
2.04,2.57,-2.74,-0.56,-1.16,0.92
4.98,5.94,-7.18,-3.08,-0.38,-1.18
5.20,5.76,-7.08,-3.30,-0.30,-1.29
5.49,5.74,-7.25,-3.45,-0.28,-1.41
5.90,6.15,-7.68,-3.57,-0.22,-1.54
6.60,6.54,-8.15,-3.66,-0.03,-1.67
10.48,12.97,-11.82,-3.24,1.49,-2.80
10.21,13.46,-12.09,-3.41,1.25,-2.70
10.21,13.76,-12.01,-3.66,0.94,-2.55
9.95,13.83,-11.93,-3.91,0.58,-2.37
10.01,13.68,-12.02,-4.14,0.17,-2.13
9.30,3.68,-13.96,-2.23,0.35,-0.69
9.07,3.93,-12.81,-1.74,0.25,-0.55
8.45,3.78,-11.94,-1.41,0.06,-0.34
7.81,3.43,-11.17,-1.21,-0.17,-0.08
7.79,3.02,-10.58,-1.13,-0.42,0.12
7.46,2.93,-10.18,0.79,0.39,0.47
7.84,3.39,-10.31,1.06,0.59,0.39
7.79,4.10,-10.06,1.38,0.86,0.34
7.38,4.67,-10.00,1.73,1.03,0.36
7.44,5.00,-10.53,2.04,1.11,0.39
7.72,5.26,-11.29,2.33,1.32,0.39
11.72,10.07,-8.47,3.50,0.87,2.28
12.50,9.56,-7.48,3.38,0.40,2.64
13.47,9.74,-8.31,3.26,-0.06,2.98
14.30,9.86,-9.48,3.25,-0.40,3.32
14.39,10.17,-10.21,3.35,-0.49,3.60
9.94,4.85,-6.12,3.44,0.22,4.09
9.32,3.15,-6.01,3.27,-0.18,4.08
9.05,2.11,-6.62,2.97,-0.60,3.97
8.72,1.85,-7.26,2.68,-0.73,3.87
8.21,1.66,-7.24,2.45,-0.74,3.83
8.06,0.75,-6.71,2.33,-0.71,3.77
1.71,-1.31,-2.37,0.40,-1.24,1.99
1.29,-1.71,-2.02,0.11,-1.49,1.90
1.16,-2.10,-2.15,-0.25,-1.77,1.74
1.38,-2.49,-2.44,-0.53,-1.89,1.56
